"Session Type","Specification","Status","Mode","Start Time","Start Time_t","End Time","End Time_t","Queuing","Duration","GB Written","Media","Errors","Warnings","Pending DA","Running DA","Failed DA","Completed DA","Object","Files","Success","Session Owner","Session ID"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 5:19:00 PM","1655846340","6/21/2022 5:20:53 PM","1655846453","0:00","0:01","0.05","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-265"
"Backup","GSL_74_BRSPCOTP-NAS01_DAILY","Completed","incr1","6/21/2022 5:30:01 PM","1655847001","6/21/2022 7:13:51 PM","1655853231","1:10","1:43","16.30","1","0","61","0","0","0","4","4","268556","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-266"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 5:49:01 PM","1655848141","6/21/2022 5:51:02 PM","1655848262","0:00","0:02","0.28","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-267"
"Backup","GSL_10699_USINKOKP-AP02_DAILY","Completed","incr1","6/21/2022 6:00:01 PM","1655848801","6/21/2022 6:30:35 PM","1655850635","0:00","0:30","24.73","1","0","1","0","0","0","7","7","179452","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-268"
"Backup","GSL_10699_DLDGMZCV2_DAILY","Completed","incr1","6/21/2022 6:00:01 PM","1655848801","6/21/2022 6:55:52 PM","1655852152","0:00","0:55","19.08","1","0","0","0","0","0","3","3","112980","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-269"
"Backup","GSL_10699_USINKOK-BU03_DAILY","Completed","incr1","6/21/2022 6:00:01 PM","1655848801","6/21/2022 6:48:33 PM","1655851713","0:00","0:48","20.99","1","0","1","0","0","0","6","6","404993","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-270"
"Backup","GSL_10699_USINKOKP-AP03_DAILY","Completed","incr1","6/21/2022 6:00:01 PM","1655848801","6/21/2022 7:04:20 PM","1655852660","0:00","1:04","35.61","2","0","1","0","0","0","8","8","513447","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-271"
"Backup","SCC_UNX_CASTPVA01_DAILY","Completed","incr1","6/21/2022 6:00:02 PM","1655848802","6/21/2022 6:00:45 PM","1655848845","0:00","0:00","1.97","5","0","18","0","0","0","7","7","29363","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-272"
"Backup","SCC_UNX_CASTBA05_DAILY","Completed","incr1","6/21/2022 6:00:02 PM","1655848802","6/21/2022 6:00:39 PM","1655848839","0:00","0:00","1.27","5","0","20","0","0","0","8","8","33509","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-273"
"Backup","SCC_UNX_TSLPRECAP2_DAILY","Completed","incr1","6/21/2022 6:00:02 PM","1655848802","6/21/2022 6:01:06 PM","1655848866","0:00","0:01","4.95","5","0","42","0","0","0","13","13","32191","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-274"
"Backup","SCC_UNX_TSLPRECAP1_DAILY","Completed","incr1","6/21/2022 6:00:02 PM","1655848802","6/21/2022 6:01:38 PM","1655848898","0:00","0:01","6.94","5","0","42","0","0","0","13","13","36145","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-275"
"Backup","SCC_UNX_TSWPRLFAP2_DAILY","Completed","incr1","6/21/2022 6:00:02 PM","1655848802","6/21/2022 6:23:17 PM","1655850197","0:00","0:23","12.75","5","0","5","0","0","0","5","5","91178","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-276"
"Backup","SCC_UNX_TSWPRLFAP3_DAILY","Completed","incr1","6/21/2022 6:00:02 PM","1655848802","6/21/2022 6:22:10 PM","1655850130","0:00","0:22","12.74","5","0","5","0","0","0","5","5","90529","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-277"
"Backup","Oracle8 SCC_BKP_CAT_PG1_ARC_FULL_DAILY","Completed","full","6/21/2022 6:00:04 PM","1655848804","6/21/2022 6:01:14 PM","1655848874","0:00","0:01","0.15","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprgrdb.delphidrive.com","2022/06/21-278"
"Backup","Oracle8 GSL10092_MXJZPDA09_MXJUAMESPR1_RMAN_ONL_ST","Completed","incr1","6/21/2022 6:00:04 PM","1655848804","6/21/2022 6:03:28 PM","1655849008","0:00","0:03","2.18","5","0","5","0","0","0","13","13","1","100%","oracle.oinstall@mxjzpda09.delphidrive.com","2022/06/21-279"
"Backup","Oracle8 SCC_BKP_CAT_PP1_ARC_FULL_DAILY","Completed","full","6/21/2022 6:00:04 PM","1655848804","6/21/2022 6:01:05 PM","1655848865","0:00","0:01","0.08","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprepdbc.delphidrive.com","2022/06/21-280"
"Backup","SAPDB SCC_BKP_CAT_SDB_ONL_INCR_DAILY","Completed","diff","6/21/2022 6:00:04 PM","1655848804","6/21/2022 6:00:37 PM","1655848837","0:00","0:00","0.00","1","0","1","0","0","0","2","2","3","100%","sdb.sdba@tslprnfs3.delphidrive.com","2022/06/21-281"
"Backup","Oracle8 SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 6:00:04 PM","1655848804","6/21/2022 6:00:38 PM","1655848838","0:00","0:00","0.00","1","0","0","0","0","0","0","0","0","100%","oracle.dba@tslpribdbc.delphidrive.com","2022/06/21-282"
"Backup","Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","Completed","full","6/21/2022 6:00:04 PM","1655848804","6/21/2022 6:02:35 PM","1655848955","0:00","0:02","1.26","1","0","1","0","0","0","3","3","1","100%","oracle.dba@dtpn1dbc.delphidrive.com","2022/06/21-283"
"Backup","Oracle8 SCC_BKP_CAT_IIBRP1_ONL_INCR_DAILY","Completed","incr1","6/21/2022 6:00:04 PM","1655848804","6/21/2022 7:28:06 PM","1655854086","0:00","1:28","0.84","6","0","6","0","0","0","10","10","1","100%","oracle.dba@tslpribdbc.delphidrive.com","2022/06/21-284"
"Backup","Oracle8 SCC_BKP_CAT_PG1_ONL_INCR_DAILY","Completed","incr1","6/21/2022 6:00:04 PM","1655848804","6/21/2022 8:45:36 PM","1655858736","0:00","2:45","3.75","5","0","5","0","0","0","18","18","1","100%","oracle.dba@tslprgrdbc.delphidrive.com","2022/06/21-285"
"Backup","Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 6:00:04 PM","1655848804","6/21/2022 6:01:20 PM","1655848880","0:00","0:01","0.49","1","0","1","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-286"
"Backup","Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY","Completed","full","6/21/2022 6:00:04 PM","1655848804","6/21/2022 6:05:12 PM","1655849112","0:00","0:05","1.53","1","0","1","0","0","0","2","2","0","100%","orapr1.dba@dtpr1dbc.delphidrive.com","2022/06/21-287"
"Backup","Oracle8 SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 6:00:04 PM","1655848804","6/21/2022 6:01:01 PM","1655848861","0:00","0:00","0.49","2","0","2","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-288"
"Backup","Oracle8 SCC_BKP_CAT_PP1_ONL_INCR_DAILY","Completed","incr1","6/21/2022 6:00:04 PM","1655848804","6/21/2022 6:01:31 PM","1655848891","0:00","0:01","0.18","3","0","3","0","0","0","8","8","1","100%","oracle.dba@tslprepdbc.delphidrive.com","2022/06/21-289"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 6:15:02 PM","1655849702","6/21/2022 6:17:14 PM","1655849834","0:00","0:02","0.35","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-290"
"Backup","SCC_UNX_TSLPRECCS_DAILY","Completed","incr1","6/21/2022 6:30:02 PM","1655850602","6/21/2022 6:40:10 PM","1655851210","0:00","0:10","4.58","5","0","27","0","0","0","15","15","77605","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-291"
"Backup","SCC_UNX_TSLPRECDB1_DAILY","Completed","incr1","6/21/2022 6:30:02 PM","1655850602","6/21/2022 6:30:44 PM","1655850644","0:00","0:00","4.41","5","0","28","0","0","0","14","14","37232","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-292"
"Backup","SCC_UNX_TSLPRECAP4_DAILY","Completed","incr1","6/21/2022 6:30:02 PM","1655850602","6/21/2022 6:32:00 PM","1655850720","0:00","0:01","5.41","5","0","42","0","0","0","13","13","31961","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-293"
"Backup","SCC_UNX_TSLPRECDB2_DAILY","Completed","incr1","6/21/2022 6:30:02 PM","1655850602","6/21/2022 6:32:03 PM","1655850723","0:00","0:02","3.94","5","0","26","0","0","0","13","13","33077","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-294"
"Backup","SCC_UNX_TSLPRECAP3_DAILY","Completed","incr1","6/21/2022 6:30:02 PM","1655850602","6/21/2022 6:32:01 PM","1655850721","0:00","0:01","5.62","5","0","42","0","0","0","13","13","32135","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-295"
"Backup","GSL_10699_USINKOKP-AP05_DAILY","Completed","incr1","6/21/2022 7:00:02 PM","1655852402","6/21/2022 7:33:17 PM","1655854397","0:00","0:33","9.10","3","0","1","0","0","0","6","6","904025","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-296"
"Backup","GSL_10699_USINKOKP-FP01_DAILY","Completed","incr1","6/21/2022 7:00:02 PM","1655852402","6/21/2022 7:58:48 PM","1655855928","0:00","0:58","26.01","3","0","1","0","0","0","5","5","713424","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-297"
"Backup","GSL_10699_USINKOKP-FP02_DAILY","Completed","incr1","6/21/2022 7:00:02 PM","1655852402","6/21/2022 10:25:45 PM","1655864745","0:00","3:25","27.55","5","0","1","0","0","0","7","7","2387141","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-298"
"Backup","GSL_130_MXCOAHSLT-AP07_DAILY","Completed","incr1","6/21/2022 7:00:02 PM","1655852402","6/21/2022 7:16:01 PM","1655853361","0:00","0:15","12.77","1","0","0","0","0","0","4","4","110490","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-299"
"Backup","GSL_10699_USINKOKP-BU01_DAILY","Completed","incr1","6/21/2022 7:00:02 PM","1655852402","6/21/2022 7:18:48 PM","1655853528","0:00","0:18","14.72","1","0","1","0","0","0","3","3","52128","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-300"
"Backup","GSL_10699_USINKOKP-AP04_DAILY","Completed","incr1","6/21/2022 7:00:02 PM","1655852402","6/21/2022 7:35:36 PM","1655854536","0:00","0:35","14.31","1","0","1","0","0","0","4","4","212173","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-301"
"Backup","GSL_274_UKGIL-AP21_DAILY","Completed","incr1","6/21/2022 7:00:02 PM","1655852402","6/21/2022 8:45:16 PM","1655858716","0:00","1:45","303.38","1","0","0","0","0","0","6","6","319098","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-302"
"Backup","SCC_UNX_TSLPRIBAP1_DAILY","Completed","incr1","6/21/2022 7:00:02 PM","1655852402","6/21/2022 7:00:45 PM","1655852445","0:00","0:00","4.99","5","0","25","0","0","0","8","8","37862","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-303"
"Backup","SCC_UNX_TSLPRGRDB_DAILY","Completed","incr1","6/21/2022 7:00:02 PM","1655852402","6/21/2022 7:05:06 PM","1655852706","0:00","0:05","4.17","5","0","29","0","0","0","15","15","36913","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-304"
"Backup","SCC_UNX_TSLPREPDB_DAILY","Completed","incr1","6/21/2022 7:00:02 PM","1655852402","6/21/2022 7:41:41 PM","1655854901","0:00","0:41","44.55","5","0","38","0","0","0","25","25","130626","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-305"
"Backup","SCC_UNX_TSLPREPAP1_DAILY","Completed","incr1","6/21/2022 7:00:02 PM","1655852402","6/21/2022 7:03:40 PM","1655852620","0:00","0:03","3.77","5","0","27","0","0","0","12","12","81479","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-306"
"Backup","SCC_UNX_TSLPRGRAP1_DAILY","Completed","incr1","6/21/2022 7:00:02 PM","1655852402","6/21/2022 7:00:50 PM","1655852450","0:00","0:00","3.78","5","0","27","0","0","0","12","12","31161","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-307"
"Backup","Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY","Completed","full","6/21/2022 7:00:03 PM","1655852403","6/21/2022 7:04:27 PM","1655852667","0:00","0:04","1.50","1","0","1","0","0","0","2","2","0","100%","orapr1.dba@dtpr1dbc.delphidrive.com","2022/06/21-308"
"Backup","Oracle8 SCC_BKP_PN1_ONL_STANDARD_DAILY","Completed","incr1","6/21/2022 7:00:04 PM","1655852404","6/21/2022 7:06:10 PM","1655852770","0:00","0:06","37.59","16","0","16","0","0","0","48","48","0","100%","oracle.dba@dtpn1dbc.delphidrive.com","2022/06/21-309"
"Backup","Oracle8 SCC_BKP_CAT_PP1_ARC_FULL_DAILY","Completed","full","6/21/2022 7:00:04 PM","1655852404","6/21/2022 7:01:37 PM","1655852497","0:00","0:01","0.07","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprepdbc.delphidrive.com","2022/06/21-310"
"Backup","Oracle8 SCC_BKP_CAT_PG1_ARC_FULL_DAILY","Completed","full","6/21/2022 7:00:04 PM","1655852404","6/21/2022 7:01:38 PM","1655852498","0:00","0:01","0.14","1","0","1","0","0","0","3","3","1","100%","oracle.dba@tslprgrdb.delphidrive.com","2022/06/21-311"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ONL_INCR_DAILY","Completed","incr1","6/21/2022 7:00:04 PM","1655852404","6/21/2022 7:06:36 PM","1655852796","0:00","0:06","7.67","4","0","4","0","0","0","10","10","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-312"
"Backup","Oracle8 GSL10092_MXJZPDA10_BTRCRPR_RMAN_ONL_ST","Completed","incr1","6/21/2022 7:00:04 PM","1655852404","6/21/2022 7:02:38 PM","1655852558","0:00","0:02","0.22","3","0","3","0","0","0","6","6","1","100%","oracle.oinstall@mxjzpda10.delphidrive.com","2022/06/21-313"
"Backup","Oracle8 SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 7:00:04 PM","1655852404","6/21/2022 7:02:07 PM","1655852527","0:00","0:02","0.11","1","0","1","0","0","0","3","3","0","100%","oracle.dba@tslpribdbc.delphidrive.com","2022/06/21-314"
"Backup","Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 7:00:04 PM","1655852404","6/21/2022 7:01:42 PM","1655852502","0:00","0:01","0.66","1","0","1","0","0","0","5","5","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-315"
"Backup","Oracle8 GSL10420_CNYTDA01_SPCYTPR1_RMAN_ARC_ST","Completed","full","6/21/2022 7:00:04 PM","1655852404","6/21/2022 7:08:07 PM","1655852887","0:00","0:08","0.15","1","0","0","0","0","0","3","3","1","100%","oracle.dba@cnytda01.asia.delphiauto.net","2022/06/21-316"
"Backup","Oracle8 SCC_BKP_CAT_SFGPR1_ONL_INCR_DAILY","Completed","incr1","6/21/2022 7:00:04 PM","1655852404","6/21/2022 10:20:30 PM","1655864430","0:00","3:20","13.40","5","0","5","0","0","0","11","11","1","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-317"
"Backup","Oracle8 SCC_BKP_CAT_SCCPR1_ONL_INCR_DAILY","Completed","incr1","6/21/2022 7:00:04 PM","1655852404","6/21/2022 7:43:44 PM","1655855024","0:00","0:43","2.45","7","0","7","0","0","0","12","12","1","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-318"
"Backup","Oracle8 SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 7:00:04 PM","1655852404","6/21/2022 7:01:12 PM","1655852472","0:00","0:01","0.50","2","0","2","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-319"
"Backup","Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","Completed","full","6/21/2022 7:00:04 PM","1655852404","6/21/2022 7:02:45 PM","1655852565","0:00","0:02","1.52","1","0","1","0","0","0","3","3","1","100%","oracle.dba@dtpn1dbc.delphidrive.com","2022/06/21-320"
"Backup","Oracle8 GSL269_TRIZDA01_IZMIRMESPR1_RMAN_ONL_INCR1_ST","Completed","incr1","6/21/2022 7:00:04 PM","1655852404","6/21/2022 8:31:06 PM","1655857866","0:00","1:31","1.70","1","0","0","0","0","0","16","16","1","100%","oracle.dba@trizda01.delphidrive.com","2022/06/21-321"
"Backup","Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","Completed","full","6/21/2022 7:15:02 PM","1655853302","6/21/2022 7:17:28 PM","1655853448","0:00","0:02","0.55","1","0","1","0","0","0","2","2","0","100%","oracle.dba@tslprraps1.delphidrive.com","2022/06/21-322"
"Backup","GSL_130_MXCOAHSLT-DB07_DAILY","Completed/Errors","incr1","6/21/2022 7:30:01 PM","1655854201","6/21/2022 7:35:51 PM","1655854551","0:00","0:05","0.31","1","89","2","0","0","0","4","4","269","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-323"
"Backup","SCC_UNX_TSLPRNFS1_DAILY","Completed","incr1","6/21/2022 7:30:02 PM","1655854202","6/21/2022 9:12:27 PM","1655860347","0:00","1:42","27.06","5","0","37","0","0","0","26","26","128318","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-324"
"Backup","SCC_UNX_TSLPRIBAP4_DAILY","Completed","incr1","6/21/2022 7:30:02 PM","1655854202","6/21/2022 7:30:35 PM","1655854235","0:00","0:00","3.50","5","0","24","0","0","0","8","8","28591","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-325"
"Backup","SCC_UNX_TSLPRIBDB_DAILY","Completed","incr1","6/21/2022 7:30:02 PM","1655854202","6/21/2022 7:48:40 PM","1655855320","0:00","0:18","11.11","5","0","20","0","0","0","8","8","52113","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-326"
"Backup","SCC_UNX_TSLPRIBAP2_DAILY","Completed","incr1","6/21/2022 7:30:02 PM","1655854202","6/21/2022 7:31:06 PM","1655854266","0:00","0:01","4.48","5","0","25","0","0","0","8","8","37757","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-327"
"Backup","SCC_UNX_TSLPRIBAP3_DAILY","Completed","incr1","6/21/2022 7:30:02 PM","1655854202","6/21/2022 7:30:37 PM","1655854237","0:00","0:00","3.51","5","0","21","0","0","0","8","8","28630","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-328"
"Backup","GSL_10092_MXJZPDA09_DAILY","Completed","incr1","6/21/2022 8:00:01 PM","1655856001","6/21/2022 8:37:30 PM","1655858250","0:00","0:37","123.47","5","0","21","0","0","0","12","12","37206","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-329"
"Backup","GSL_10092_MXCHJRZP-DB02_DAILY","Completed/Errors","incr1","6/21/2022 8:00:01 PM","1655856001","6/21/2022 9:03:03 PM","1655859783","0:00","1:03","117.77","5","1","6","0","0","0","7","7","134457","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-330"
"Backup","GSL_10092_MXCHJRZP-BU03_DAILY","Completed","incr1","6/21/2022 8:00:01 PM","1655856001","6/21/2022 8:14:29 PM","1655856869","0:00","0:14","13.52","5","0","5","0","0","0","5","5","77719","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-331"
"Backup","GSL_10092_MXCHJRZP-AP02_DAILY","Completed","incr1","6/21/2022 8:00:01 PM","1655856001","6/21/2022 8:58:02 PM","1655859482","0:00","0:58","14.45","5","0","5","0","0","0","5","5","154022","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-332"
"Backup","GSL_10092_MXJZPDA10_DAILY","Completed","incr1","6/21/2022 8:00:01 PM","1655856001","6/21/2022 8:05:13 PM","1655856313","0:00","0:05","9.03","5","0","16","0","0","0","7","7","33491","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-333"
"Backup","GSL_10699_USKOIA01_DAILY","Completed","incr1","6/21/2022 8:00:02 PM","1655856002","6/21/2022 8:07:36 PM","1655856456","0:00","0:07","1.19","1","0","12","0","0","0","9","9","38113","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-334"
"Backup","GSL_10699_USKOPDA01_DAILY","Completed","incr1","6/21/2022 8:00:02 PM","1655856002","6/21/2022 8:27:13 PM","1655857633","0:00","0:27","111.11","3","0","19","0","0","0","15","15","23986","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-335"
"Backup","GSL_10699_USKOPAA01_DAILY","Completed","incr1","6/21/2022 8:00:02 PM","1655856002","6/21/2022 10:47:00 PM","1655866020","0:00","2:46","619.12","5","0","18","0","0","0","9","9","2229983","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-336"
"Backup","GSL_274_UKGIL-AP16_DAILY","Completed","incr1","6/21/2022 8:00:02 PM","1655856002","6/21/2022 10:05:43 PM","1655863543","0:00","2:05","39.16","1","0","0","0","0","0","3","3","482763","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-337"
"Backup","SCC_UNX_TSLPRRACN1A_DAILY","Completed/Errors","incr1","6/21/2022 8:00:04 PM","1655856004","6/21/2022 11:57:04 PM","1655870224","0:00","3:57","21.01","5","17","20","0","0","0","8","8","44908","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-338"
"Backup","Oracle8 GSL10092_MXCHJRZP-DB02_BTRCRPR_RMAN_ONL_ST","Completed","incr1","6/21/2022 8:00:04 PM","1655856004","6/21/2022 8:13:50 PM","1655856830","0:00","0:13","0.22","4","0","4","0","0","0","7","7","1","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-339"
"Backup","SCC_UNX_TSLPRNFS3_DAILY","Completed","incr1","6/21/2022 8:00:04 PM","1655856004","6/21/2022 8:09:08 PM","1655856548","0:00","0:09","15.08","5","0","27","0","0","0","15","15","29161","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-340"
"Backup","SCC_UNX_TSLPRNFS2_DAILY","Completed","incr1","6/21/2022 8:00:04 PM","1655856004","6/22/2022 2:08:30 AM","1655878110","0:00","6:08","13.61","5","0","33","0","0","0","15","15","171649","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-341"
"Backup","Oracle8 SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 8:00:04 PM","1655856004","6/21/2022 8:01:04 PM","1655856064","0:00","0:01","0.35","2","0","2","0","0","0","4","4","0","100%","oracle.dba@tslprsfdbc.delphidrive.com","2022/06/21-342"
"Backup","Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY","Completed","full","6/21/2022 8:00:04 PM","1655856004","6/21/2022 8:03:49 PM","1655856229","0:00","0:03","0.97","1","0","1","0","0","0","2","2","0","100%","orapr1.dba@dtpr1dbc.delphidrive.com","2022/06/21-343"
"Backup","SCC_UNX_TSLPROSAP1_DAILY","Completed/Errors","incr1","6/21/2022 8:00:04 PM","1655856004","6/22/2022 1:00:57 AM","1655874057","0:00","5:00","68.35","5","1","18","0","0","0","8","8","29392","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-344"
"Backup","Oracle8 SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY","Completed","full","6/21/2022 8:00:04 PM","1655856004","6/21/2022 8:02:12 PM","1655856132","0:00","0:02","0.15","1","0","1","0","0","0","5","5","0","100%","oracle.dba@tslpribdbc.delphidrive.com","2022/06/21-345"
"Backup","Oracle8 GSL269_TRIZDA01_MESPR1_RMAN_ONL_INCR1_ST","Completed","incr1","6/21/2022 8:00:04 PM","1655856004","6/21/2022 8:18:23 PM","1655857103","0:00","0:18","0.26","1","0","0","0","0","0","13","13","1","100%","oracle.dba@trizda01.delphidrive.com","2022/06/21-346"
"Backup","SCC_UNX_TSLPRRACN1B_DAILY","Completed/Errors","incr1","6/21/2022 8:00:04 PM","1655856004","6/22/2022 12:12:29 AM","1655871149","0:00","4:12","19.32","5","22","20","0","0","0","8","8","48223","100%","DELPHIDRIVE\SID_DT_DPSERVICEACCO@caonstrp-ap01.delphidrive.com","2022/06/21-347"
"Backup","Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","Completed","full","6/21/2022 8:00:04 PM","1655856004","6/21/2022 8:10:25 PM","1655856625","0:00","0:10","7.81","1","0","1","0","0","0","3","3","1","100%","oracle.dba@dtpn1dbc.delphidrive.com","2022/06/21-348"
