#List of Sessions
#Cell Manager: usoktul-ap20.delphidrive.com
#Creation Date: 8/24/2022 5:21:52 AM
# Headers
# Session Type	Specification	Status	Mode	Start Time	Start Time_t	End Time	End Time_t	Queuing	Duration	GB Written	# Media	# Errors	# Warnings	# Pending DA	# Running DA	# Failed DA	# Completed DA	# Objects	# Files	Success	Session Owner	Session ID
Backup	Oracle8 CDC_BKP_CAT_B2BDEV_ARC_ST_FULL	Completed	full	8/23/2022 4:00:02 PM	1661288402	8/23/2022 4:01:03 PM	1661288463	0:00	0:01	0.08	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvibdbc.delphidrive.com	2022/08/23-276
Backup	Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY	Completed	full	8/23/2022 4:00:02 PM	1661288402	8/23/2022 4:02:41 PM	1661288561	0:00	0:02	0.77	1	0	0	0	0	0	3	3	0	100%	orapr1.dba@tsuprr3db1.delphidrive.com	2022/08/23-277
Backup	Oracle8 CDC_BKP_CAT_DV1_ARC_ST_FULL	Completed	full	8/23/2022 4:00:02 PM	1661288402	8/23/2022 4:01:54 PM	1661288514	0:00	0:01	0.15	1	0	1	0	0	0	2	2	0	100%	oracle.dba@tcudvr3dbc.delphidrive.com	2022/08/23-278
Backup	Oracle8 CDC_BKP_CAT_DP1_ARC_ST_FULL	Completed	full	8/23/2022 4:00:02 PM	1661288402	8/23/2022 4:01:03 PM	1661288463	0:00	0:01	0.08	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvepdbc.delphidrive.com	2022/08/23-279
Backup	Oracle8 CDC_BKP_CAT_IIBST1_ARC_ST_FULL	Completed	full	8/23/2022 4:00:02 PM	1661288402	8/23/2022 4:01:07 PM	1661288467	0:00	0:01	0.06	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclqaibdbc.delphidrive.com	2022/08/23-280
Backup	Oracle8 CDC_BKP_CAT_CCDEV_ARC_ST_FULL	Completed	full	8/23/2022 4:15:01 PM	1661289301	8/23/2022 4:15:44 PM	1661289344	0:00	0:00	0.01	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tcldvibdbc.delphidrive.com	2022/08/23-281
Backup	Oracle8 CDC_BKP_CAT_QG1_ARC_ST_FULL	Completed	full	8/23/2022 4:15:01 PM	1661289301	8/23/2022 4:15:52 PM	1661289352	0:00	0:00	0.08	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqagrdbc.delphidrive.com	2022/08/23-282
Backup	Oracle8 CDC_BKP_CAT_QA1_ARC_ST_FULL	Completed	full	8/23/2022 4:15:01 PM	1661289301	8/23/2022 4:16:20 PM	1661289380	0:00	0:01	0.05	2	0	2	0	0	0	6	6	0	100%	oracle.dba@dtqa1dbc.delphidrive.com	2022/08/23-283
Backup	Oracle8 CDC_BKP_CAT_QP1_ARC_ST_FULL	Completed	full	8/23/2022 4:15:01 PM	1661289301	8/23/2022 4:16:12 PM	1661289372	0:00	0:01	0.10	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclqaepdbc.delphidrive.com	2022/08/23-284
Backup	Oracle8 CDC_BKP_CAT_DE1_ARC_ST_FULL	Completed	full	8/23/2022 4:30:01 PM	1661290201	8/23/2022 4:31:23 PM	1661290283	0:00	0:01	0.15	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvecdbc.delphidrive.com	2022/08/23-285
Backup	Oracle8 CDC_BKP_CAT_RE1_ARC_ST_FULL	Completed	full	8/23/2022 4:30:01 PM	1661290201	8/23/2022 4:30:56 PM	1661290256	0:00	0:00	0.09	1	0	1	0	0	0	3	3	1	100%	oracle.dba@dtre1dbc.delphidrive.com	2022/08/23-286
Backup	Oracle8 CDC_BKP_CAT_SE1_ARC_ST_FULL	Completed	full	8/23/2022 4:30:01 PM	1661290201	8/23/2022 4:31:11 PM	1661290271	0:00	0:01	0.10	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclsbecdb.delphidrive.com	2022/08/23-287
Backup	Oracle8 CDC_BKP_CAT_SFGST1_ARC_ST_FULL	Completed	full	8/23/2022 4:30:01 PM	1661290201	8/23/2022 4:32:37 PM	1661290357	0:00	0:02	0.84	1	0	1	0	0	0	5	5	1	100%	oracle.dba@tclqasfdbc.delphidrive.com	2022/08/23-288
Backup	Oracle8 CDC_BKP_CAT_SCCST1_ARC_ST_FULL	Completed	full	8/23/2022 4:30:01 PM	1661290201	8/23/2022 4:30:46 PM	1661290246	0:00	0:00	0.02	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqasfdbc.delphidrive.com	2022/08/23-289
Backup	Oracle8 CDC_BKP_CAT_DG1_ARC_ST_FULL	Completed	full	8/23/2022 4:45:01 PM	1661291101	8/23/2022 4:45:45 PM	1661291145	0:00	0:00	0.03	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tcldvgrdbc.delphidrive.com	2022/08/23-290
Backup	Oracle8 CDC_BKP_CAT_STRLGDV_RAC_ARC_ST_FULL	Completed	full	8/23/2022 4:45:01 PM	1661291101	8/23/2022 4:46:50 PM	1661291210	0:00	0:01	0.89	3	0	3	0	0	0	5	5	1	100%	oracle.dba@tcldvracn1a.delphidrive.com	2022/08/23-291
Backup	Oracle8 CDC_BKP_CAT_SG1_ARC_ST_FULL	Completed	full	8/23/2022 4:45:01 PM	1661291101	8/23/2022 4:45:48 PM	1661291148	0:00	0:00	0.08	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclsbgrdbc.delphidrive.com	2022/08/23-292
Backup	Oracle8 CDC_BKP_CAT_B2BDEV_ARC_ST_FULL	Completed	full	8/23/2022 5:00:01 PM	1661292001	8/23/2022 5:00:52 PM	1661292052	0:00	0:00	0.08	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvibdbc.delphidrive.com	2022/08/23-293
Backup	Oracle8 CDC_BKP_CAT_IIBST1_ARC_ST_FULL	Completed	full	8/23/2022 5:00:01 PM	1661292001	8/23/2022 5:00:49 PM	1661292049	0:00	0:00	0.01	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqaibdbc.delphidrive.com	2022/08/23-294
Backup	Oracle8 CDC_BKP_CAT_DV1_ARC_ST_FULL	Completed	full	8/23/2022 5:00:01 PM	1661292001	8/23/2022 5:01:50 PM	1661292110	0:00	0:01	0.15	1	0	1	0	0	0	2	2	0	100%	oracle.dba@tcudvr3dbc.delphidrive.com	2022/08/23-295
Backup	Oracle8 CDC_BKP_CAT_DP1_ARC_ST_FULL	Completed	full	8/23/2022 5:00:01 PM	1661292001	8/23/2022 5:00:52 PM	1661292052	0:00	0:00	0.08	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvepdbc.delphidrive.com	2022/08/23-296
Backup	Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY	Completed	full	8/23/2022 5:00:06 PM	1661292006	8/23/2022 5:03:39 PM	1661292219	0:00	0:03	1.90	1	0	0	0	0	0	3	3	0	100%	orapr1.dba@tsuprr3db1.delphidrive.com	2022/08/23-297
Backup	Oracle8 CDC_BKP_CAT_CCDEV_ARC_ST_FULL	Completed	full	8/23/2022 5:15:01 PM	1661292901	8/23/2022 5:15:43 PM	1661292943	0:00	0:00	0.01	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tcldvibdbc.delphidrive.com	2022/08/23-298
Backup	Oracle8 CDC_BKP_CAT_QG1_ARC_ST_FULL	Completed	full	8/23/2022 5:15:01 PM	1661292901	8/23/2022 5:15:49 PM	1661292949	0:00	0:00	0.08	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqagrdbc.delphidrive.com	2022/08/23-299
Backup	Oracle8 CDC_BKP_CAT_QP1_ARC_ST_FULL	Completed	full	8/23/2022 5:15:01 PM	1661292901	8/23/2022 5:15:53 PM	1661292953	0:00	0:00	0.10	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclqaepdbc.delphidrive.com	2022/08/23-300
Backup	Oracle8 CDC_BKP_CAT_QA1_ARC_ST_FULL	Completed	full	8/23/2022 5:15:01 PM	1661292901	8/23/2022 5:16:37 PM	1661292997	0:00	0:01	0.08	2	0	2	0	0	0	6	6	0	100%	oracle.dba@dtqa1dbc.delphidrive.com	2022/08/23-301
Backup	Oracle8 CDC_BKP_CAT_DE1_ARC_ST_FULL	Completed	full	8/23/2022 5:30:01 PM	1661293801	8/23/2022 5:31:13 PM	1661293873	0:00	0:01	0.13	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvecdbc.delphidrive.com	2022/08/23-302
Backup	Oracle8 CDC_BKP_CAT_SCCST1_ARC_ST_FULL	Completed	full	8/23/2022 5:30:01 PM	1661293801	8/23/2022 5:30:45 PM	1661293845	0:00	0:00	0.02	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqasfdbc.delphidrive.com	2022/08/23-303
Backup	Oracle8 CDC_BKP_CAT_RE1_ARC_ST_FULL	Completed	full	8/23/2022 5:30:01 PM	1661293801	8/23/2022 5:30:55 PM	1661293855	0:00	0:00	0.09	1	0	1	0	0	0	3	3	1	100%	oracle.dba@dtre1dbc.delphidrive.com	2022/08/23-304
Backup	Oracle8 CDC_BKP_CAT_SE1_ARC_ST_FULL	Completed	full	8/23/2022 5:30:01 PM	1661293801	8/23/2022 5:31:11 PM	1661293871	0:00	0:01	0.11	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclsbecdb.delphidrive.com	2022/08/23-305
Backup	Oracle8 CDC_BKP_CAT_SFGST1_ARC_ST_FULL	Completed	full	8/23/2022 5:30:01 PM	1661293801	8/23/2022 5:32:59 PM	1661293979	0:00	0:02	1.01	1	0	1	0	0	0	5	5	1	100%	oracle.dba@tclqasfdbc.delphidrive.com	2022/08/23-306
Backup	Oracle8 CDC_BKP_CAT_DG1_ARC_ST_FULL	Completed	full	8/23/2022 5:45:01 PM	1661294701	8/23/2022 5:45:45 PM	1661294745	0:00	0:00	0.03	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tcldvgrdbc.delphidrive.com	2022/08/23-307
Backup	Oracle8 CDC_BKP_CAT_STRLGDV_RAC_ARC_ST_FULL	Completed	full	8/23/2022 5:45:01 PM	1661294701	8/23/2022 5:45:47 PM	1661294747	0:00	0:00	0.02	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tcldvracn1a.delphidrive.com	2022/08/23-308
Backup	Oracle8 CDC_BKP_CAT_SG1_ARC_ST_FULL	Completed	full	8/23/2022 5:45:01 PM	1661294701	8/23/2022 5:45:48 PM	1661294748	0:00	0:00	0.08	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclsbgrdbc.delphidrive.com	2022/08/23-309
Backup	CDC_UNX_TCLDVIBDB_DAILY	Completed/Errors	incr1	8/23/2022 6:00:02 PM	1661295602	8/23/2022 6:02:34 PM	1661295754	0:00	0:02	10.39	5	3	20	0	0	0	8	8	60671	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-310
Backup	CDC_UNX_TCLDVEPDB_DAILY	Completed	incr1	8/23/2022 6:00:02 PM	1661295602	8/23/2022 6:01:06 PM	1661295666	0:00	0:01	0.90	5	0	28	0	0	0	13	13	97815	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-311
Backup	CDC_UNX_TCLDVECDB_DAILY	Completed	incr1	8/23/2022 6:00:02 PM	1661295602	8/23/2022 6:02:02 PM	1661295722	0:00	0:02	5.89	5	0	38	0	0	0	14	14	40419	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-312
Backup	CDC_UNX_TCLDVGRDB_DAILY	Completed	incr1	8/23/2022 6:00:02 PM	1661295602	8/23/2022 6:03:02 PM	1661295782	0:00	0:03	11.70	5	0	29	0	0	0	14	14	38957	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-313
Backup	CDC_UNX_TCLDVIBAP1_IDAILY	Completed	incr1	8/23/2022 6:00:02 PM	1661295602	8/23/2022 6:01:47 PM	1661295707	0:00	0:01	3.99	5	0	27	0	0	0	11	11	61805	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-314
Backup	CDC_UNX_TCLDVRACN1A_DAILY	Completed	incr1	8/23/2022 6:00:02 PM	1661295602	8/23/2022 6:03:02 PM	1661295782	0:00	0:03	14.87	5	0	20	0	0	0	8	8	51188	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-315
Backup	Oracle8 CDC_BKP_CAT_SG1_ONL_INCR_DAILY	Completed	incr1	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:06:02 PM	1661295962	0:00	0:05	2.26	5	0	5	0	0	0	10	10	1	100%	oracle.dba@tclsbgrdbc.delphidrive.com	2022/08/23-316
Backup	Oracle8 CDC_BKP_CAT_DV1_ARC_ST_FULL	Completed	full	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:01:57 PM	1661295717	0:00	0:01	0.15	1	0	1	0	0	0	2	2	0	100%	oracle.dba@tcudvr3dbc.delphidrive.com	2022/08/23-317
Backup	Oracle8 CDC_BKP_CAT_B2BDEV_ONL_INCR_DAILY	Completed	incr1	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:02:04 PM	1661295724	0:00	0:02	1.61	4	0	4	0	0	0	9	9	1	100%	oracle.dba@tcldvibdbc.delphidrive.com	2022/08/23-318
Backup	CDC_UNX_TCLDVRACN1B_DAILY	Completed	incr1	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:03:25 PM	1661295805	0:00	0:03	13.49	5	0	20	0	0	0	8	8	49625	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-319
Backup	Oracle8 CDC_BKP_CAT_DP1_ARC_ST_FULL	Completed	full	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:01:07 PM	1661295667	0:00	0:01	0.08	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvepdbc.delphidrive.com	2022/08/23-320
Backup	Oracle8 SCC_BKP_CAT_PR1_ONL_INCR_DAILY	Completed	incr1	8/23/2022 6:00:04 PM	1661295604	8/23/2022 7:31:05 PM	1661301065	0:00	1:31	54.72	7	0	0	0	0	0	25	25	0	100%	orapr1.dba@tsuprr3db1.delphidrive.com	2022/08/23-321
Backup	SCC_UNX_TSUPRR3DB1_DAILY	Completed/Errors	incr1	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:02:45 PM	1661295765	0:00	0:02	0.96	5	5	21	0	0	0	13	13	30798	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-322
Backup	CDC_UNX_TCLQAECAP1_DAILY	Completed	incr1	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:01:41 PM	1661295701	0:00	0:01	3.82	5	0	41	0	0	0	13	13	36327	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-323
Backup	CDC_UNX_TCLQAECAP3_DAILY	Completed	incr1	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:01:42 PM	1661295702	0:00	0:01	3.84	5	0	41	0	0	0	13	13	32508	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-324
Backup	CDC_UNX_TCLQAECAP21_DAILY	Completed	incr1	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:01:41 PM	1661295701	0:00	0:01	4.89	5	0	40	0	0	0	11	11	32629	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-325
Backup	Oracle8 SCC_BKP_CAT_PR1_ARC_FULL_DAILY	Completed	full	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:03:37 PM	1661295817	0:00	0:03	1.81	1	0	0	0	0	0	3	3	0	100%	orapr1.dba@tsuprr3db1.delphidrive.com	2022/08/23-326
Backup	Oracle8 CDC_BKP_CAT_IIBST1_ARC_ST_FULL	Completed	full	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:01:07 PM	1661295667	0:00	0:01	0.05	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclqaibdbc.delphidrive.com	2022/08/23-327
Backup	CDC_UNX_TCLQAECAP2_DAILY	Completed	incr1	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:01:41 PM	1661295701	0:00	0:01	3.72	5	0	41	0	0	0	13	13	32613	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-328
Backup	CDC_UNX_TCLDVSFAP1_DAILY	Completed	incr1	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:02:19 PM	1661295739	0:00	0:02	13.76	5	0	23	0	0	0	10	10	60336	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-329
Backup	Oracle8 CDC_BKP_CAT_DE1_ONL_INCR_DAILY	Completed	incr1	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:50:53 PM	1661298653	0:00	0:50	0.55	5	0	5	0	0	0	57	57	1	100%	oracle.dba@tcldvecdbc.delphidrive.com	2022/08/23-330
Backup	Oracle8 CDC_BKP_CAT_QA1_ONL_INCR_DAILY	Completed	incr1	8/23/2022 6:00:04 PM	1661295604	8/23/2022 9:05:01 PM	1661306701	0:00	3:04	0.42	6	0	6	0	0	0	28	28	0	100%	oracle.dba@dtqa1dbc.delphidrive.com	2022/08/23-331
Backup	Oracle8 CDC_BKP_CAT_B2BDEV_ARC_ST_FULL	Completed	full	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:01:09 PM	1661295669	0:00	0:01	0.08	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvibdbc.delphidrive.com	2022/08/23-332
Backup	CDC_UNX_TCLQAECAP4_DAILY	Completed	incr1	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:01:44 PM	1661295704	0:00	0:01	3.76	5	0	41	0	0	0	13	13	32628	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-333
Backup	Oracle8 CDC_BKP_CAT_IIBST1_ONL_INCR_DAILY	Completed	incr1	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:01:22 PM	1661295682	0:00	0:01	0.26	3	0	3	0	0	0	8	8	1	100%	oracle.dba@tclqaibdbc.delphidrive.com	2022/08/23-334
Backup	SAPDB CDC_BKP_CAT_SDB_ONL_INCR_DAILY	Completed	diff	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:00:38 PM	1661295638	0:00	0:00	0.00	1	0	1	0	0	0	2	2	3	100%	sdb.sdba@tclqanfs3.delphidrive.com	2022/08/23-335
Backup	CDC_UNX_TCLDVSIAP1_DAILY	Completed	incr1	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:01:42 PM	1661295702	0:00	0:01	4.15	5	0	21	0	0	0	9	9	51696	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-336
Backup	Oracle8 CDC_BKP_CAT_QG1_ONL_INCR_DAILY	Completed	incr1	8/23/2022 6:00:04 PM	1661295604	8/23/2022 6:02:41 PM	1661295761	0:00	0:02	3.68	5	0	5	0	0	0	12	12	1	100%	oracle.dba@tclqagrdbc.delphidrive.com	2022/08/23-337
Backup	Oracle8 CDC_BKP_CAT_QG1_ARC_ST_FULL	Completed	full	8/23/2022 6:15:02 PM	1661296502	8/23/2022 6:17:08 PM	1661296628	0:00	0:02	0.43	2	0	2	0	0	0	4	4	1	100%	oracle.dba@tclqagrdbc.delphidrive.com	2022/08/23-338
Backup	Oracle8 CDC_BKP_CAT_QA1_ARC_ST_FULL	Completed	full	8/23/2022 6:15:02 PM	1661296502	8/23/2022 6:16:42 PM	1661296602	0:00	0:01	0.08	2	0	2	0	0	0	6	6	0	100%	oracle.dba@dtqa1dbc.delphidrive.com	2022/08/23-339
Backup	Oracle8 CDC_BKP_CAT_CCDEV_ARC_ST_FULL	Completed	full	8/23/2022 6:15:02 PM	1661296502	8/23/2022 6:15:44 PM	1661296544	0:00	0:00	0.01	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tcldvibdbc.delphidrive.com	2022/08/23-340
Backup	Oracle8 CDC_BKP_CAT_QP1_ARC_ST_FULL	Completed	full	8/23/2022 6:15:02 PM	1661296502	8/23/2022 6:15:52 PM	1661296552	0:00	0:00	0.10	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclqaepdbc.delphidrive.com	2022/08/23-341
Backup	Oracle8 CDC_BKP_CAT_DE1_ARC_ST_FULL	Completed	full	8/23/2022 6:30:01 PM	1661297401	8/23/2022 6:31:41 PM	1661297501	0:00	0:01	0.13	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvecdbc.delphidrive.com	2022/08/23-342
Backup	Oracle8 CDC_BKP_CAT_RE1_ARC_ST_FULL	Completed	full	8/23/2022 6:30:01 PM	1661297401	8/23/2022 6:31:04 PM	1661297464	0:00	0:01	0.10	1	0	1	0	0	0	3	3	1	100%	oracle.dba@dtre1dbc.delphidrive.com	2022/08/23-343
Backup	Oracle8 CDC_BKP_CAT_SFGST1_ONL_INCR_DAILY	Completed	incr1	8/23/2022 6:30:01 PM	1661297401	8/23/2022 6:33:19 PM	1661297599	0:00	0:03	6.43	5	0	5	0	0	0	12	12	1	100%	oracle.dba@tclqasfdbc.delphidrive.com	2022/08/23-344
Backup	Oracle8 CDC_BKP_CAT_SE1_ARC_ST_FULL	Completed	full	8/23/2022 6:30:01 PM	1661297401	8/23/2022 6:31:04 PM	1661297464	0:00	0:01	0.10	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tclsbecdb.delphidrive.com	2022/08/23-345
Backup	Oracle8 CDC_BKP_CAT_SFGST1_ARC_ST_FULL	Completed	full	8/23/2022 6:30:01 PM	1661297401	8/23/2022 6:32:58 PM	1661297578	0:00	0:02	1.01	1	0	1	0	0	0	5	5	1	100%	oracle.dba@tclqasfdbc.delphidrive.com	2022/08/23-346
Backup	Oracle8 CDC_BKP_CAT_SCCST1_ARC_ST_FULL	Completed	full	8/23/2022 6:30:01 PM	1661297401	8/23/2022 6:30:50 PM	1661297450	0:00	0:00	0.02	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tclqasfdbc.delphidrive.com	2022/08/23-347
Backup	Oracle8 CDC_BKP_CAT_SE1_ONL_INCR_DAILY	Completed	incr1	8/23/2022 6:30:01 PM	1661297401	8/23/2022 7:33:17 PM	1661301197	0:00	1:03	0.68	2	0	2	0	0	0	47	47	1	100%	oracle.dba@tclsbecdb.delphidrive.com	2022/08/23-348
Backup	Oracle8 CDC_BKP_CAT_RE1_ONL_INCR_DAILY	Completed	incr1	8/23/2022 6:30:01 PM	1661297401	8/23/2022 6:57:21 PM	1661299041	0:00	0:27	0.49	8	0	8	0	0	0	48	48	1	100%	oracle.dba@dtre1dbc.delphidrive.com	2022/08/23-349
Backup	Oracle8 CDC_BKP_CAT_DG1_ARC_ST_FULL	Completed	full	8/23/2022 6:45:01 PM	1661298301	8/23/2022 6:45:45 PM	1661298345	0:00	0:00	0.03	1	0	1	0	0	0	1	1	1	100%	oracle.dba@tcldvgrdbc.delphidrive.com	2022/08/23-350
Backup	Oracle8 CDC_BKP_CAT_STRLGDV_RAC_ARC_ST_FULL	Completed	full	8/23/2022 6:45:01 PM	1661298301	8/23/2022 6:46:27 PM	1661298387	0:00	0:01	0.21	1	0	1	0	0	0	3	3	1	100%	oracle.dba@tcldvracn1a.delphidrive.com	2022/08/23-351
Backup	Oracle8 CDC_BKP_CAT_SG1_ARC_ST_FULL	Completed	full	8/23/2022 6:45:01 PM	1661298301	8/23/2022 6:47:05 PM	1661298425	0:00	0:02	0.52	2	0	2	0	0	0	4	4	1	100%	oracle.dba@tclsbgrdbc.delphidrive.com	2022/08/23-352
Backup	CDC_UNX_TCLQAECCS_DAILY	Completed	incr1	8/23/2022 7:00:01 PM	1661299201	8/23/2022 7:01:50 PM	1661299310	0:00	0:01	3.67	5	0	27	0	0	0	14	14	32510	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-353
Backup	CDC_UNX_TCLQAECDB1_DAILY	Completed	incr1	8/23/2022 7:00:01 PM	1661299201	8/23/2022 8:20:17 PM	1661304017	0:00	1:20	5845.87	10	0	46	0	0	0	27	27	82239	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-354
Backup	CDC_UNX_TCLQAGRDB_DAILY	Completed	incr1	8/23/2022 7:00:01 PM	1661299201	8/23/2022 7:01:08 PM	1661299268	0:00	0:01	1.84	5	0	29	0	0	0	14	14	37277	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-355
Backup	CDC_UNX_TCLQAECDB20_DAILY	Completed/Errors	incr1	8/23/2022 7:00:01 PM	1661299201	8/23/2022 7:01:45 PM	1661299305	0:00	0:01	9.28	5	1	42	0	0	0	14	14	40585	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-356
Backup	CDC_UNX_TCLQAGRAP1_DAILY	Completed	incr1	8/23/2022 7:00:01 PM	1661299201	8/23/2022 7:01:06 PM	1661299266	0:00	0:01	3.65	5	0	27	0	0	0	12	12	32193	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-357
Backup	CDC_UNX_TCLQAEPDB_DAILY	Completed	incr1	8/23/2022 7:00:01 PM	1661299201	8/23/2022 7:01:04 PM	1661299264	0:00	0:01	1.28	5	0	28	0	0	0	13	13	99120	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-358
Backup	CDC_UNX_TCLQAIBDB_DAILY	Completed	incr1	8/23/2022 7:00:01 PM	1661299201	8/23/2022 7:02:05 PM	1661299325	0:00	0:02	10.05	5	0	20	0	0	0	8	8	53814	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-359
Backup	CDC_UNX_TCLQAECDB2_DAILY	Completed/Errors	incr1	8/23/2022 7:00:01 PM	1661299201	8/23/2022 7:01:48 PM	1661299308	0:00	0:01	4.19	5	1	29	0	0	0	14	14	37115	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-360
Backup	CDC_UNX_TCLQAIBAP1_DAILY	Completed	incr1	8/23/2022 7:00:01 PM	1661299201	8/23/2022 7:01:22 PM	1661299282	0:00	0:01	10.18	5	0	27	0	0	0	8	8	52426	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-361
Backup	CDC_UNX_TCLQANFS1_DAILY	Completed	incr1	8/23/2022 7:00:01 PM	1661299201	8/23/2022 7:47:58 PM	1661302078	0:00	0:47	2.28	5	0	59	0	0	0	48	48	848373	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-362
Backup	CDC_UNX_TCLQAEPAP1_DAILY	Completed	incr1	8/23/2022 7:00:01 PM	1661299201	8/23/2022 7:01:07 PM	1661299267	0:00	0:01	3.21	5	0	27	0	0	0	12	12	82380	100%	DELPHIDRIVE\SID_DT_DPSERVICEACCO@usoktul-ap20.delphidrive.com	2022/08/23-363
